from type \ to type,5-HTPMPV03,AOTU053,AOTU065,AVLP151,AVLP534,Am1,C2,C3,CB0472,CB0566,CB0592,CB0816,CB3089,CB3790,CL104,CT1,DCH,DN1-l,DN1a,DNc01,DNc02,DNg33,DNp11,DNp27,DNp30,Dm1,Dm10,Dm11,Dm12,Dm13,Dm14,Dm15,Dm16,Dm17,Dm18,Dm19,Dm2,Dm20,Dm3p,Dm3q,Dm3v,Dm4,Dm6,Dm8a,Dm8b,Dm9,DmDRA1,DmDRA2,H1,H2,HSE,HSN,HSS,L1,L2,L3,L4,L5,LAL047,LC10a,LC10b,LC10c,LC10d,LC10e,LC10f,LC11,LC12,LC13,LC14a1,LC14a2,LC14b,LC15,LC16,LC17,LC18,LC19,LC20a,LC20b,LC21,LC22,LC24,LC25,LC26,LC27,LC28a,LC29,LC31a,LC31b,LC31c,LC33a,LC34,LC35,LC36,LC37a,LC39,LC4,LC40,LC41,LC43,LC44,LC45,LC46,LC6,LC9,LCe01,LCe01a,LCe01b,LCe02,LCe03,LCe04,LCe05,LCe06,LCe07,LCe08,LCe09,LHPV2i2a,LLPC1,LLPC2,LLPC3,LLPC4,LLPt,LMTe01,LMa1,LMa2,LMa3,LMa4,LMa5,LMt1,LMt2,LMt3,LMt4,LNda,LPC1,LPC2,LPLC1,LPLC2,LPLC4,LPT04_HST,LPT21,LPT22,LPT23,LPT26,LPT27,LPT28,LPT29,LPT30,LPT31,LPT42_Nod4,LPT45_dCal1,LPT47_vCal2,LPT48_vCal3,LPT49,LPT50,LPT51,LPT52,LPT53,LPT54,LPT57,LPT58,LPTe01,LPTe02,LPi01,LPi02,LPi03,LPi04,LPi05,LPi06,LPi07,LPi08,LPi09,LPi10,LPi11,LPi12,LPi13,LPi14,LPi15,LT11,LT1a,LT1b,LT1c,LT1d,LT33,LT34,LT36,LT37,LT38,LT39,LT40,LT41,LT42,LT43,LT47,LT51,LT52,LT53,LT55,LT56,LT57,LT58,LT59,LT60,LT61a,LT61b,LT62,LT63,LT64,LT65,LT66,LT67,LT68,LT69,LT70,LT72,LT73,LT74,LT75,LT76,LT77,LT78,LT79,LT80,LT81,LT82a,LT83,LT84,LT85,LT86,LT87,LTe01,LTe02,LTe03,LTe04,LTe05,LTe06,LTe07,LTe08,LTe09,LTe10,LTe11,LTe12,LTe13,LTe14,LTe15,LTe16,LTe17,LTe18,LTe19,LTe20,LTe21,LTe22,LTe23,LTe24,LTe25,LTe26,LTe27,LTe28,LTe29,LTe30,LTe31,LTe32,LTe33,LTe35,LTe36,LTe37,LTe38a,LTe38b,LTe38c,LTe40,LTe41,LTe42a,LTe42b,LTe42c,LTe43,LTe44,LTe45,LTe46,LTe47,LTe48,LTe49a,LTe49b,LTe49c,LTe49d,LTe49e,LTe49f,LTe50,LTe51,LTe52,LTe53,LTe54,LTe55,LTe56,LTe57,LTe58,LTe59,LTe60,LTe61,LTe62,LTe63,LTe64,LTe65,LTe66,LTe67,LTe68,LTe69,LTe70,LTe71,LTe72,LTe73,LTe74,LTe75,LTe76,Lai,Lat,Lawf1,Lawf2,Li01,Li02,Li03,Li04,Li05,Li06,Li07,Li08,Li09,Li10,Li11,Li12,Li13,Li14,Li15,Li16,Li17,Li18,Li19,Li20,Li21,Li22,Li23,Li24,Li25,Li26,Li27,Li28,Li29,Li30,Li31,Li32,Li33,MC65,MLt1,MLt2,MLt3,MLt4,MLt5,MLt6,MLt7,MLt8,MTe01a,MTe01b,MTe02,MTe03,MTe04,MTe05,MTe06,MTe07,MTe08,MTe09,MTe10,MTe11,MTe12,MTe13,MTe14,MTe15,MTe16,MTe17,MTe18,MTe19,MTe20,MTe21,MTe22,MTe23,MTe24,MTe25,MTe26,MTe27,MTe28,MTe29,MTe30,MTe31,MTe32,MTe33,MTe34,MTe35,MTe36,MTe37,MTe38,MTe39,MTe40,MTe41,MTe42,MTe43,MTe44,MTe45,MTe46,MTe47,MTe48,MTe49,MTe50,MTe51,MTe52,MTe53,MTe54,MeLp1,MeLp2,MeMe_e01,MeMe_e02,MeMe_e03,MeMe_e04,MeMe_e05,MeMe_e06,MeMe_e07,MeMe_e08,MeMe_e09,MeMe_e10,MeTu1,MeTu2a,MeTu2b,MeTu3a,MeTu3b,MeTu3c,MeTu4a,MeTu4b,MeTu4c,MeTu4d,Mi1,Mi10,Mi13,Mi14,Mi15,Mi2,Mi4,Mi9,Nod1,Nod2,Nod3,Nod5,OA-AL2b1,OA-AL2b2,OA-AL2i1,OA-AL2i2,OA-AL2i3,OA-AL2i4,OA-ASM1,PDt,PLP051,PLP068,PLP215,PLP251,Pm01,Pm02,Pm03,Pm04,Pm05,Pm06,Pm07,Pm08,Pm09,Pm10,Pm11,Pm12,Pm13,Pm14,R1-6,R7,R8,Sm01,Sm02,Sm03,Sm04,Sm05,Sm06,Sm07,Sm08,Sm09,Sm10,Sm11,Sm12,Sm13,Sm14,Sm15,Sm16,Sm17,Sm18,Sm19,Sm20,Sm21,Sm22,Sm23,Sm24,Sm25,Sm26,Sm27,Sm28,Sm29,Sm30,Sm31,Sm32,Sm33,Sm34,Sm35,Sm36,Sm37,Sm38,Sm39,Sm40,Sm41,Sm42,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tlp1,Tlp14,Tlp4,Tlp5,Tm1,Tm16,Tm2,Tm20,Tm21,Tm25,Tm27,Tm3,Tm31,Tm32,Tm33,Tm34,Tm35,Tm36,Tm37,Tm4,Tm5a,Tm5b,Tm5c,Tm5d,Tm5e,Tm5f,Tm7,Tm8a,Tm8b,Tm9,TmY10,TmY11,TmY14,TmY15,TmY16,TmY20,TmY3,TmY31,TmY4,TmY5a,TmY9q,TmY9q⊥,VCH,VS1,VS2,VS3,VS4,VS5,VS6,VS7,VS8,VST1,VST2,VSm,Y1,Y11,Y12,Y3,Y4,aMe1,aMe10,aMe12,aMe13,aMe15,aMe17a1,aMe17a2,aMe17b,aMe17c,aMe19a,aMe19b,aMe20,aMe22,aMe25,aMe26,aMe3,aMe4,aMe5,aMe6a,aMe8,aMe9,cL01,cL02a,cL02b,cL02c,cL02d,cL03,cL04,cL05,cL06,cL07,cL08,cL09,cL10,cL11,cL12,cL13,cL14,cL15,cL16,cL17,cL18,cL19,cL20,cL21,cL22a,cL22b,cL22c,cLLP02,cLLPM01,cLLPM02,cLM01,cLP01,cLP02,cLP03,cLP04,cLP05,cLPL01,cM01a,cM01b,cM01c,cM02a,cM02b,cM03,cM04,cM05,cM07,cM08a,cM08b,cM08c,cM09,cM10,cM12,cM13,cM14,cM15,cM16,cM17,cM18,cM19,cML01,cML02,cMLLP01,cMLLP02,l-LNv,mALC3,mALC4,mALC5,mALC6,mALD1,mALD2,s-LNva,vCal1
Tm21,,,,,,,3,2,,,22,,3,,,,,,,,,,5,1,,16,6,,2,,,2,6,1,22,1,1,2,5,7,15,,,,,1,,,,,,,,,3,,,16,,42,,,,,,1543,,14,186,,9,336,459,147,585,,4,,1294,410,,,,,659,31,336,48,47,,,97,,,2,5,17,,3,,18,,192,3,,,,,,,,1,4,,,,,1,3,,2,,30,41,54,2,553,576,14,,,,,,856,63,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,1,2,400,3,,,,,,,,,,,,18,1,1,,26,,,,38,8,554,1,,,,2,,,,,,,3,,1,1,,,16,,120,3,1,,,4,,,,,2,,,,,72,,89,,,,,,39,,49,,,,1,,,,,1,,,,,,,,,,9,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,39,,,,,,,,,,,,,,,2,9,4,,,,1,90,,,,48,,,,,6,21,66,,1011,,64,,,16,1076,,2,1,,,4,,,,156,5,4,57,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,5,1,,,,,,,,,,,2,,,,1,7,,,1,,,,1,11,1,6,,,,,,,,,3,11,,,,,,,,,,,,,16,1,5,12,,37,10,5,,,,3,,,,2,2,,,6,,,,,25,15,16,4,44,2,492,6,667,385,,2,3,210,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,1,2,336,41,51,,,,,,,,,,,,,19,4,6,14,1846,8,26,26,1,,2,,6,2,1,14,1,5,4,,13,2,1,98,1,,98,14,2,14,7,,3,14,23,1191,25,77,,,,,,,,,,,,,1,1,,449,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,
Tm25,1,,,,,2,,,,1,14,,,,,,,,,,,,1,,,,2,5,,1,,,,1,1,,26,,11,18,17,1,,3,4,12,,,,,,,,2,2,1,1,1,,6,,24,6,,,1015,8,80,1,6,1,471,15,36,3,1,,2,22,2,8,1178,177,,5,,186,4,,,,2,,1,,7,,,,,,,6,3,,1,87,78,,,5,,1,,,,1,,,4,1,,19,67,308,35,81,5,1,2,6,,,,15,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,1,,,9,,,,,,2,,,,,,19,,,,1,,2,,4,,2,,,1,,5,2,,4,,,,,,52,2,,2,,,2,,,,,4,,,,,1,,,,,,,2,,,,,,,,1,,,1,,,348,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,210,1,128,,336,56,,,3,7,9,11,32,,103,252,486,21,,10,3,,,22,1,4,10,7,1,1,3,2,2,,2,3,2,1,,,,,,1,,2,15,,,1,10,,,,,1,5,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,,,2,,,,1,37,,363,,1,,,,,,,,2,,,,,,,,,9,1,,,92,2,1,3,6,196,6,,,,,,1,,,2,,,5,,,,,,6,1,,196,11,1,123,1,19,636,1,3,,3,,,,110,122,,3,4,,2,1,13,,,,,,,,,,1,6,,,,1,,,,,,,1,1,,12,,,,,,,,3,1,30,15,43,,,2,1,,,,,,,,,3,,2,23,10,202,7,2,147,,,3,8,10,124,6,4,29,117,13,2,14,194,6,,,1,2,9,36,6,,2,8,4,1043,33,125,,,,,,,,,,,,,3,,1,10,5,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,
Tm27,2,,,,8,,2,4,,,3,27,,,,,1,,,,,,,1,1,,14,,5,,,,,,,,6,10,,,,4,,3,1,2,,,,,,,1,,1,1,3,,,46,8,,7,,,973,6,1,77,3,15,258,107,102,10,21,,2,835,714,,,,,226,133,105,1,4,,,144,,,18,63,,,7,,,,249,14,,,,,,2,,1,427,,,,10,5,27,,5,,12,136,26,5,457,554,7,6,5,,6,4,281,350,164,,,,1,,,,,,,,,,,,,,10,,,,,,,2,1,,,57,15,,,1,,,,13,2,1,3,,,3,6,,,,,1,,,,,,,33,20,1,,,,,,30,506,2,,,,,,,,,,,4,8,,3,16,1,,,,25,3,,,,1,,,,,25,,,,,,,1,,,,,,,,,,,,4,,,,,6,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,5,,,,,,,,,,,,,,,9,32,97,1,,,398,38,,1,,18,,,,,2,9,132,1,2,,27,1,,27,9,,,,,,3,2,2,5,2,92,1,152,18,,,,,,,8,,,,,28,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,1,,,,,,,1,,,1,,111,2,,6,2,,,,,,,1,16,,,2,,,,,1,,,,,21,758,26,21,5,11,1040,31,,,,1,,,3,2,,,,1,,,,,15,5,15,36,123,2,34,15,660,149,1,6,6,399,,1,,6,1,1,2,,5,5,,,2,4,8,,5,,,,3,,,3,,,,,,,,1,,,18,,,,,,,,,,4,,844,27,29,19,9,1,8,6,,,1,1,,3,,10,11,7,1,23,105,839,23,5,2,,6,4,3,1,226,1,5,6,74,17,6,115,19,132,4,2,43,9,393,17,3,16,1,1,918,6,40,,,,,,,,,,,,5,9,4,1,21,10,,,,,,,,,12,,,,,,,,,3,,,,,,,1,,,,,,1,,,,,,,,,1,,1,,,,,,,1,9,,,1,,,,,6,,,,,,,,,,,,,,,,,,1,,,,,12,,,,,,,,,,,,1
Tm3,3,,,,6,24,43,130,,,621,3,,,,6,,,,,2,,,2,,6,462,,8,3,28,,4,521,8,133,10,2,2,,5,,1073,,2,1,1,,,,,,,2100,5,2,6,71,,108,32,1,122,5,,10,1601,11,18,1,17,2,5,3,3,,3,2,12,418,12,,,,70,6,2,,,,,276,,,23,895,11,,,,,,,2,,,7,,,,,2,305,,,,313,378,362,,259,,26,94,878,228,860,31,10,453,291,,15,,570,13,415,,,,,,,,,3,13,,29,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,2,,,,,448,,,,,,1,,,,,19,48,12,,1,,,,,,,7,,9,17,74,,,,1,,,,,1,4,,,,,1,1,,,,,2,,1,,2,,,2,,,,52,,,12,,,1,,,,,,,,,,,,,,,,,,,,,4,,,2,1,,,,,2,2,,,,,,,,,,31,,,1,,,,,,,,1,154,3,4,,,,,,,,,,,,,546,454,436,138,,,59,297,1,,1,548,3,,4,1127,8,11,48,,30,285,1493,1565,,7,1,991,1,1,4,1,729,1,2,,11,5,3,13,1,,,,,,,6,1,,,1,,,,,,4,,,,,4,,,,,,,,,,,,,14,,,,,,,,7,,4,1,7,149,,,,,,,,985,31,3,427,182,,,,,4,,685,339,,,1,,,,,,1,,,,946,90,398,1506,16,27,82,67,,,1,,,1,12,15,8,,,77,,,,,3440,17,33,1813,1309,1216,30,47,81,1648,2023,27,4,9,,,,,2,,76,24,,1,,2,,3,1,,,,,,,2,,,6,,,,,,,,,1,39,,,,,,,,,,3,,2097,1189,1884,2352,2262,2327,2147,8,13,8,7,4,2,25,3,14,10,20,9,33,36,1309,3367,8,,1,1,1,12,3,151,2,5,15,13,541,126,4,29,85,7,1,232,1887,2905,1257,1,3643,51,9,2331,4,24,,,,,,,,,,,,,42,33,8,75,43,,,,,,,,,1,,,,,,,1,6,3,,,,,,,,,,,,,6,,,,,,,,2,7,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,9,,,,1,3,,,,,,,1
Tm31,,,,,1,,,,,1,,,2,,,,,,,,,,,,,,,4,,,,,,,,,91,,,,,2,,44,23,3,1,,,,,,,,,,,,,68,,218,212,4,,1,,95,2,1,,12,39,117,,1,,5,1,8,7,3,3,,1,1,12,24,10,,,,1,5,2,1,,,2,,,,65,14,,1,,2,,,1,1,,,,,1,,1,,13,,27,47,,,,,,2,,,,,37,86,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,1,,,,,,1,11,,,,3,13,,,,1,2,,,,,,,,,,1,,,,20,3,50,1,1,4,,,,,48,1,,,,1,,,2,,7,,,,1,,,,9,,5,,,,,,8,,,13,1,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,7,2,1,,,,,,,,,,6,,,,,5,1,1,,6,219,1,,13,7,,14,4,,,,16,166,,,,,,25,,,64,2,,1,22,3,27,,,10,5,1,1,4,,,1,3,1,,,3,,4,,,,,,,2,,,,,,,,3,,,2,,,,,,1,1,5,,1,,,,,1,,,,,,,3,,,,7,,,1,,,,,,,,,,,,,1,,,,1,1,,,1,1,,2,1,,,2,2,,,,,,1,,,,,,17,,,,,,,,,,1,,,,,5,,,,1,,,,8,10,4,,1,1,4,6,7,,,,7,,2,,,,1,,,,,,,,40,,,,104,10,,7,6,21,,,,12,4,,,,,,,,,,,1,,,,,,,,,1,5,,4,4,2,,1,138,2,5,40,100,,206,136,6,17,82,11,13,15,53,1,,2,,1,,,1,2,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,11,4,52,,,,,,,,,,,,,,,,,,,,,,,,
Tm32,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,148,13,37,38,4,,2,13,,11,3,2,2,,,4,1,2,,9,2,,3,1,34,3,3,7,,8,2,,3,21,6,,27,1,,,4,2,3,,,1,,,2,,,2,2,,,,,,,,1,,,,,,1,,11,,,,,,,1,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,47,71,15,,,47,6,3,,,,,1,3,1,,5,,5,1,1,,,,5,4,,,,3,,,,,11,,1,1,29,,,10,1,,3,,7,,,20,1,2,1,,2,,40,,1,13,,,4,10,,6,,1,7,2,11,,5,2,3,12,11,14,8,23,2,,11,13,,,,,,,2,,4,15,1,,5,,,7,7,,13,,3,2,11,1,,8,,,,2,,2,,,1,,,,,47,4,4,25,37,,,17,8,177,2,,34,,,,2,,,,,,,,,,,,,39,7,1,75,1,23,1,,4,,1,83,,125,13,,,1,,,,,,,1,,,1,,1,,,1,,2,,4,,,37,,2,,,,1,,,,11,4,,,,,,,,2,2,2,,,3,3,,,6,,,,1,,,,15,,,,,1,1,,,,,19,10,6,,,,,,1,,,,,,,,1,,,,,1,,1,,,,3,,,,,3,,,,,1,,,,8,,,,,,25,1,1,24,3,54,15,,,2,1,3,1,,,4,,,1,,1,,,,52,,1,,4,1,,1,,,,,,1,,19,,,,,,,,,,,,,,,,,,8,,9,,11,,,,10,4,3,1,35,2,1,3,4,1,10,236,13,4,59,5,,288,,,,,1,2,92,,50,2,,,,,,,,,,,,,,6,,,5,5,,,,,,,1,,,,,1,,,6,,,,,,,1,,,,,,1,2,1,,,,2,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,28,,,,2,,2,1,3,,,,,,,,,,,1,,,,,,,1,,,
Tm33,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,41,4,21,3,,,,,7,,,,2,9,,,1,3,,17,1,13,7,11,,29,4,3,,,,,,,1,,,,,1,,,,79,,1,45,91,15,,,,,,,,,,,,,6,,,,,,8,,,,,,,,39,37,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,56,,,,,,,,,,1,,2,,,,,,,1,,2,,,,,4,,,,1,,2,,,,,3,1,,,3,,,,,,,,,,,,,,5,,,1,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,2,,,,1,5,44,1,,4,22,,,1,1,5,31,3,,,,,5,,,,,,,,,7,3,,,,,2,,1,5,,2,3,7,,,22,1,21,6,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,6,1,,,4,,,,,,,,,,,2,,,,11,4,1,62,,,,,,,,,,,,,,,,,,,9,,3,,,5,,,,1,10,,,,,,,,,,,1,5,,,,,,,,,,185,,,,,,,,2,40,,,,,,,1,7,15,,,7,,,,,,,,,,,,,24,,1,,,2,,2,2,163,2,,1,,11,,,,,,2,,,3,,,,,,,,,,,,,,1,8,,422,,1,4,,10,5,16,8,18,49,35,,15,11,2,165,29,697,44,164,16,,6,3,1,,4,,,6,2,50,2,1,,,,,,,,,,,,,1,1,,5,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,
Tm34,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,6,71,8,1,,34,6,76,6,1,,8,165,171,1,1,,3,3,45,9,44,24,2,,,1,3,,1,,,,3,7,,3,,,,,,12,11,,1,3,1,,1,,,,,,,,,1,,,,2,9,3,,,,,,,,,,149,53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,1,,,1,,1,,,,,,1,21,2,,1,33,2,,,,,,2,,,,1,,17,,,,,,,11,,5,,,,,,8,4,,15,,3,,,2,,1,,1,,,,4,,3,,,1,1,,,1,,25,3,3,,2,1,,,2,,,1,,,,,1,,,,,1,1,,,1,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,61,1,12,,4,5,,12,56,49,36,10,60,,4,4,1,49,39,,1,,1,3,26,,13,5,,4,25,1,9,,,6,1,1,1,,1,1,1,,1,,1,,1,,,,,,,,,,,,,,,,1,4,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,1,,,,,1,,,,3,,,,,1,4,1,,2,,1,,,,1,1,,,1,,,,,,,,1,,,,,,1,,16,,1,1,,,,,,1,2,,,,,,,,,,,1,,,,,,,13,1,10,3,179,2,,3,,92,,3,3,6,2,1,18,2,34,21,73,5,53,1,,,7,,,1,1,,3,,455,,1,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,4,,,,,,,2,,2,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
Tm35,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,2,1,,,,,,,,,,,,,,,12,77,47,40,46,1,6,85,317,2,9,9,8,51,13,,18,2,7,3,5,50,88,31,46,24,4,15,4,,26,2,,55,88,3,1,159,89,15,19,10,,86,5,,19,5,23,4,1,6,1,,,,,,,,,7,,1,3,4,,1,,4,,,,,,122,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,,39,68,6,10,,129,8,1,,,1,,43,3,,,2,,10,,11,,,,,8,2,,,,,,8,16,10,,69,,1,1,1,,,2,1,,,1,,9,,26,4,,30,1,,,,1,2,1,6,8,2,,,2,3,,2,,27,31,13,,5,34,8,2,5,1,1,1,2,24,,,,,,,,,,2,2,,,7,6,,4,,2,13,5,,1,14,1,,,,,,2,,18,,13,,1,9,6,58,2,9,7,,67,19,273,50,17,105,,12,1,1,4,15,,1,,25,2,5,,21,7,,11,35,3,41,,1,29,1,3,1,52,2,,3,1,4,27,,,,,,,,,,2,1,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,3,12,,67,,,,,,,,,,,,,,,,,,1,,2,30,,,3,1,26,,3,,,,,,,2,,,,,,,,5,1,,5,,,,,3,,,,1,23,,,36,5,,,,,1,,,,4,5,3,47,,5,,3,3,29,,,2,,,,,,,1,,1,,,,10,30,,1,1,,1,,1,3,4,14,,1,4,1,,,,,,,1,,,,,,2,111,,15,1,1,,,2,16,28,1,10,4,1,,35,18,4,10,56,171,9,333,73,,45,7,1,,,2,14,61,,403,8,5,,,,,,,,,,,,,,,1,4,1,,,,,,,1,,,,,,,,,,,2,,1,,,,,,,,1,34,1,2,,,3,,,,,,8,,,,,,,,,3,,,,,,,,,,,,,,,,,,,3,,,2,1,,,1,,,,,,,,,,,,,,,,,,
Tm36,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,1,,,,3,,,1,,,,,,,,,,,,,146,11,3,137,1,,15,2,165,44,16,11,6,303,17,1,95,5,15,3,3,2,2,2,1,3,,25,55,45,,,3,1,4,8,6,,,22,,,,84,64,,,,1,,,,9,3,,,,69,7,4,17,2,,4,62,23,,157,2,118,2,,,24,,128,290,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,13,2,1,,,,,,,,,,,,93,6,1,,,2,4,,,,,107,,1,1,1,,,4,,1,,4,,1,29,117,14,,,62,7,34,,,2,1,,,,1,,,2,,1,,62,4,,,,,,,1,,,,1,1,1,,,16,1,2,1,,,,,,,,,,,1,1,,4,1,,2,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,1,,,,23,17,38,6,5,10,313,,,4,6,5,1,11,,,144,39,264,,,1,,,17,1,,10,12,3,4,5,20,6,,11,,1,2,5,1,,,,,2,,,,,,5,,,,,,1,,,,35,,,,,,,,,7,4,,1,,1,,8,,,,,,,,19,,,,10,4,,,1,5,3,,13,,,,,,,,,1,,,,,,,,,1,,,,,,6,2,,,7,2,,,,,,1,,4,,,,2,,,,,,,,,,18,,6,,,3,,,29,159,,,,1,6,1,9,4,12,2,2,12,,,,1,,2,,,,,,,4,,1,,,,,,,6,60,,,,1,,,,1,2,5,,1,6,1,,,1,,,,,,1,1,,,,9,,14,2,12,4,,3,4,12,3,9,33,160,2,15,9,102,235,241,236,205,6,8,,165,76,2,1,6,1,2,147,7,745,2,4,,,,,,,,,,,,,2,5,,144,3,,,,,,,,2,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,106,,,,,,,,,,,,,,,,,,,,,
Tm37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,9,2,129,6,1,,5,1,20,7,,1,5,360,20,,2,7,24,16,22,11,10,3,,21,14,,3,,,,2,,17,,1,6,,2,,2,,312,19,,17,22,13,88,,,,3,,,,,,,,6,,1,37,,,29,,,,,,,,135,259,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,4,10,2,,,35,15,,,,,,,,1,,2,,1,2,3,2,,1,,35,,22,,,1,,,,1,2,,,,,,,,1,,2,,2,,,,,,,,,,,1,,2,109,1,,24,,,,2,,20,,,,12,,1,,2,,,,2,,2,,,,,,,,,,,,,,,1,14,,1,,,,,,,,,,,,,,2,,30,,,,,82,3,3,4,3,29,,2,12,20,14,35,31,,,,1,59,,,,,,39,,,12,7,,5,5,1,6,,1,2,,,1,2,,,3,3,,4,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,1,,29,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,2,,,,,1,1,,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,2,3,,,2,1,,2,2,,,,,,,,,1,,,,,,,,,1,,,,3,,,,,2,,,,2,2,2,,,2,,,,,,,,,,8,,,,,1,,127,,2,3,,58,4,277,,19,14,6,,20,12,,47,98,176,16,5,4,,48,1,,,2,1,,8,,25,1,1,,,,,,,,,,,,,1,1,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,3,,,,,,,4,,2,1,,,,,,,,1,,,,,,,,,,,,,,,,,,21,,,,,32,,,,,,,,,,,,,,,,,,,,,
