from type \ to type,5-HTPMPV03,AOTU053,AOTU065,AVLP151,AVLP534,Am1,C2,C3,CB0472,CB0566,CB0592,CB0816,CB3089,CB3790,CL104,CT1,DCH,DN1-l,DN1a,DNc01,DNc02,DNg33,DNp11,DNp27,DNp30,Dm1,Dm10,Dm11,Dm12,Dm13,Dm14,Dm15,Dm16,Dm17,Dm18,Dm19,Dm2,Dm20,Dm3p,Dm3q,Dm3v,Dm4,Dm6,Dm8a,Dm8b,Dm9,DmDRA1,DmDRA2,H1,H2,HSE,HSN,HSS,L1,L2,L3,L4,L5,LAL047,LC10a,LC10b,LC10c,LC10d,LC10e,LC10f,LC11,LC12,LC13,LC14a1,LC14a2,LC14b,LC15,LC16,LC17,LC18,LC19,LC20a,LC20b,LC21,LC22,LC24,LC25,LC26,LC27,LC28a,LC29,LC31a,LC31b,LC31c,LC33a,LC34,LC35,LC36,LC37a,LC39,LC4,LC40,LC41,LC43,LC44,LC45,LC46,LC6,LC9,LCe01,LCe01a,LCe01b,LCe02,LCe03,LCe04,LCe05,LCe06,LCe07,LCe08,LCe09,LHPV2i2a,LLPC1,LLPC2,LLPC3,LLPC4,LLPt,LMTe01,LMa1,LMa2,LMa3,LMa4,LMa5,LMt1,LMt2,LMt3,LMt4,LNda,LPC1,LPC2,LPLC1,LPLC2,LPLC4,LPT04_HST,LPT21,LPT22,LPT23,LPT26,LPT27,LPT28,LPT29,LPT30,LPT31,LPT42_Nod4,LPT45_dCal1,LPT47_vCal2,LPT48_vCal3,LPT49,LPT50,LPT51,LPT52,LPT53,LPT54,LPT57,LPT58,LPTe01,LPTe02,LPi01,LPi02,LPi03,LPi04,LPi05,LPi06,LPi07,LPi08,LPi09,LPi10,LPi11,LPi12,LPi13,LPi14,LPi15,LT11,LT1a,LT1b,LT1c,LT1d,LT33,LT34,LT36,LT37,LT38,LT39,LT40,LT41,LT42,LT43,LT47,LT51,LT52,LT53,LT55,LT56,LT57,LT58,LT59,LT60,LT61a,LT61b,LT62,LT63,LT64,LT65,LT66,LT67,LT68,LT69,LT70,LT72,LT73,LT74,LT75,LT76,LT77,LT78,LT79,LT80,LT81,LT82a,LT83,LT84,LT85,LT86,LT87,LTe01,LTe02,LTe03,LTe04,LTe05,LTe06,LTe07,LTe08,LTe09,LTe10,LTe11,LTe12,LTe13,LTe14,LTe15,LTe16,LTe17,LTe18,LTe19,LTe20,LTe21,LTe22,LTe23,LTe24,LTe25,LTe26,LTe27,LTe28,LTe29,LTe30,LTe31,LTe32,LTe33,LTe35,LTe36,LTe37,LTe38a,LTe38b,LTe38c,LTe40,LTe41,LTe42a,LTe42b,LTe42c,LTe43,LTe44,LTe45,LTe46,LTe47,LTe48,LTe49a,LTe49b,LTe49c,LTe49d,LTe49e,LTe49f,LTe50,LTe51,LTe52,LTe53,LTe54,LTe55,LTe56,LTe57,LTe58,LTe59,LTe60,LTe61,LTe62,LTe63,LTe64,LTe65,LTe66,LTe67,LTe68,LTe69,LTe70,LTe71,LTe72,LTe73,LTe74,LTe75,LTe76,Lai,Lat,Lawf1,Lawf2,Li01,Li02,Li03,Li04,Li05,Li06,Li07,Li08,Li09,Li10,Li11,Li12,Li13,Li14,Li15,Li16,Li17,Li18,Li19,Li20,Li21,Li22,Li23,Li24,Li25,Li26,Li27,Li28,Li29,Li30,Li31,Li32,Li33,MC65,MLt1,MLt2,MLt3,MLt4,MLt5,MLt6,MLt7,MLt8,MTe01a,MTe01b,MTe02,MTe03,MTe04,MTe05,MTe06,MTe07,MTe08,MTe09,MTe10,MTe11,MTe12,MTe13,MTe14,MTe15,MTe16,MTe17,MTe18,MTe19,MTe20,MTe21,MTe22,MTe23,MTe24,MTe25,MTe26,MTe27,MTe28,MTe29,MTe30,MTe31,MTe32,MTe33,MTe34,MTe35,MTe36,MTe37,MTe38,MTe39,MTe40,MTe41,MTe42,MTe43,MTe44,MTe45,MTe46,MTe47,MTe48,MTe49,MTe50,MTe51,MTe52,MTe53,MTe54,MeLp1,MeLp2,MeMe_e01,MeMe_e02,MeMe_e03,MeMe_e04,MeMe_e05,MeMe_e06,MeMe_e07,MeMe_e08,MeMe_e09,MeMe_e10,MeTu1,MeTu2a,MeTu2b,MeTu3a,MeTu3b,MeTu3c,MeTu4a,MeTu4b,MeTu4c,MeTu4d,Mi1,Mi10,Mi13,Mi14,Mi15,Mi2,Mi4,Mi9,Nod1,Nod2,Nod3,Nod5,OA-AL2b1,OA-AL2b2,OA-AL2i1,OA-AL2i2,OA-AL2i3,OA-AL2i4,OA-ASM1,PDt,PLP051,PLP068,PLP215,PLP251,Pm01,Pm02,Pm03,Pm04,Pm05,Pm06,Pm07,Pm08,Pm09,Pm10,Pm11,Pm12,Pm13,Pm14,R1-6,R7,R8,Sm01,Sm02,Sm03,Sm04,Sm05,Sm06,Sm07,Sm08,Sm09,Sm10,Sm11,Sm12,Sm13,Sm14,Sm15,Sm16,Sm17,Sm18,Sm19,Sm20,Sm21,Sm22,Sm23,Sm24,Sm25,Sm26,Sm27,Sm28,Sm29,Sm30,Sm31,Sm32,Sm33,Sm34,Sm35,Sm36,Sm37,Sm38,Sm39,Sm40,Sm41,Sm42,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tlp1,Tlp14,Tlp4,Tlp5,Tm1,Tm16,Tm2,Tm20,Tm21,Tm25,Tm27,Tm3,Tm31,Tm32,Tm33,Tm34,Tm35,Tm36,Tm37,Tm4,Tm5a,Tm5b,Tm5c,Tm5d,Tm5e,Tm5f,Tm7,Tm8a,Tm8b,Tm9,TmY10,TmY11,TmY14,TmY15,TmY16,TmY20,TmY3,TmY31,TmY4,TmY5a,TmY9q,TmY9q⊥,VCH,VS1,VS2,VS3,VS4,VS5,VS6,VS7,VS8,VST1,VST2,VSm,Y1,Y11,Y12,Y3,Y4,aMe1,aMe10,aMe12,aMe13,aMe15,aMe17a1,aMe17a2,aMe17b,aMe17c,aMe19a,aMe19b,aMe20,aMe22,aMe25,aMe26,aMe3,aMe4,aMe5,aMe6a,aMe8,aMe9,cL01,cL02a,cL02b,cL02c,cL02d,cL03,cL04,cL05,cL06,cL07,cL08,cL09,cL10,cL11,cL12,cL13,cL14,cL15,cL16,cL17,cL18,cL19,cL20,cL21,cL22a,cL22b,cL22c,cLLP02,cLLPM01,cLLPM02,cLM01,cLP01,cLP02,cLP03,cLP04,cLP05,cLPL01,cM01a,cM01b,cM01c,cM02a,cM02b,cM03,cM04,cM05,cM07,cM08a,cM08b,cM08c,cM09,cM10,cM12,cM13,cM14,cM15,cM16,cM17,cM18,cM19,cML01,cML02,cMLLP01,cMLLP02,l-LNv,mALC3,mALC4,mALC5,mALC6,mALD1,mALD2,s-LNva,vCal1
Li27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,51,1,,,4,,16,2,1,,90,7,,,,1,4,11,8,36,49,49,,21,8,4,3,2,,,,2,4,,,,,3,,,,32,11,1,6,37,31,,,3,,,,,,,,,,4,,1,32,,,,,,1,,,,,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,1,,1,,,,3,2,,,,1,2,,,,2,,,1,,1,1,,,1,,2,,2,2,3,,2,1,,,,2,,,2,,,1,,1,,,2,,,,2,,,1,1,,2,,,1,,1,,1,2,,,1,1,,,,,1,,,,,2,2,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,7,8,7,,11,39,,,8,10,6,12,26,,,,,18,2,,,,,12,,,2,4,1,2,2,2,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,2,2,,,57,,4,53,75,26,8,,13,27,,101,4,185,3,,1,,14,1,,,1,,,1,5,9,12,14,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,1,,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,
Li28,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,2,92,3,2,,119,5,56,19,2,,34,34,62,11,3,33,9,10,56,41,45,17,,8,19,23,7,2,,1,1,1,2,1,39,12,,9,,11,,116,58,,4,2,21,19,,,,3,,,,,,1,,3,,9,21,30,,2,8,,2,,,,,132,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,1,,,,,1,5,8,,,,2,2,,2,,2,1,1,1,,,2,,1,,,4,2,1,1,5,3,2,1,,2,,2,1,,2,,,,,2,,,2,,2,,2,,,1,2,,2,,2,1,,,,1,2,,,2,,2,1,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,1,,,1,,,1,1,,,,,1,,,,,,,,,,,,2,,,,,6,7,,,6,164,,,9,5,7,15,32,,1,,,30,2,,,,,11,,,4,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,1,,346,40,22,1,,6,7,2,32,4,54,10,5,15,106,15,11,3,512,5,3,1,,1,3,,,,1,1,7,29,8,3,8,,,,,,,,,,,,,2,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,2,1,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,2,,,,,
Li29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,3,,,10,,7,2,,1,35,6,4,1,1,14,3,26,28,,,2,,7,4,4,,,,,2,,,3,1,6,,1,,,1,17,32,,,,,,,,,,,,,3,11,5,1,13,,21,1,5,,,1,1,1,1,,3,,2,1,37,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,,,2,3,1,,,1,1,,,,,1,1,1,1,,,,,,1,1,,,1,2,1,,2,,,,1,,1,,,,,,1,,,1,1,1,,,,1,1,1,,,,1,1,,,1,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,8,,1,33,30,,1,,23,,1,26,,,,,,,,,,,1,,,2,1,,1,1,1,1,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,14,,1,7,,,,3,,9,,,,,,,,4,1,28,3,5,,2,1,17,,,,,,16,,1,1,13,,2,,19,,11,,,,,,,,,,,,,61,3,3,291,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,2,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Li30,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,40,11,32,43,1,1,,70,7,2,8,8,5,1,,3,19,20,62,4,9,1,12,,8,2,,,,2,1,2,11,7,4,1,18,4,4,,3,3,58,3,,3,1,,3,1,1,2,1,,1,,1,,1,,30,,4,3,7,,,,2,4,,,,,3,2,12,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,,1,1,,1,8,16,1,,,9,1,,,,,,1,2,1,,,,1,3,1,1,1,1,1,3,4,1,,,,,1,1,1,1,2,,1,,1,,,1,3,1,,,,1,1,1,1,,1,,1,,,1,,1,1,1,1,,1,,2,1,1,,,,2,1,,1,1,1,,,1,1,,1,2,,,,,,,1,,,2,1,,1,5,,1,,,,5,2,,,,,,,,,1,,1,,,,,58,34,4,1,26,35,10,17,7,85,15,3,19,,,1,,6,,,1,,1,,,,2,2,1,,1,1,1,,,2,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,2,,1,,,2,2,1,1,1,5,82,,63,31,2,3,13,234,9,112,4,,166,59,1,,,19,,156,21,32,26,46,,,,,,,,,,,,,3,1,,24,1,,,,,,,1,,,,,1,,,,,,,,,,,2,4,,1,,,1,1,,1,,,1,,1,1,,2,1,1,,,,,1,,2,,,1,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,1,1,,,,,
Li31,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,57,16,5,2,,3,54,37,7,91,,,15,62,6,6,29,,,27,18,12,3,1,,,3,1,,1,11,,,,,3,,20,35,1,6,10,2,4,,5,,3,1,1,,1,,,,1,,4,15,17,4,6,22,9,4,3,,,,39,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,1,,,3,,1,,1,5,1,1,1,1,1,1,,,,1,,,1,,1,1,2,1,1,3,,1,2,,3,1,,,,1,,,,,1,,,1,,1,,1,,,,1,,,,1,,,,,1,1,,,1,,,,1,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,15,5,,5,80,,,1,5,4,16,1,10,16,8,20,4,2,1,8,8,,6,2,4,2,2,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,1,,,,,,,,,,,,,,,1,,7,5,1,2,1,,,,1,3,,1,,,,1,,2,1,,,,,7,1,15,1,,,2,,3,,1,,,,,,,,,,,,,1,,,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,
Li32,2,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,7,1,10,,,15,,67,3,6,15,23,41,27,8,3,22,12,54,31,18,11,11,,27,12,7,1,,,,3,5,3,4,1,12,,5,,1,,32,64,,,,,4,,2,2,,1,,,1,1,7,2,30,,2,20,9,,,,6,2,,,,,10,6,38,1,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,1,1,1,,,8,12,1,,,7,1,,,,1,1,1,1,1,,,,1,,1,2,2,,1,3,3,1,2,,1,,1,1,1,,,,2,,1,,,1,2,1,,1,,1,1,1,,1,,,1,,,1,1,1,1,,1,,1,,2,,1,1,,,1,1,1,1,1,1,,,1,1,,,,,,,,,,,2,,,1,,1,1,,,,,,2,2,,,,,,,,,,,1,,,,,27,35,34,1,63,77,,4,4,88,20,2,29,,,1,,1,2,,1,,,6,,,2,2,1,1,1,,1,,,3,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,17,,19,13,,1,,4,,3,1,,1,2,2,3,2,9,,,34,28,1,1,1,105,91,22,,,,100,2,,1,137,,154,3,392,2,62,,,,,,,,,,,,,10,10,2,299,8,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,1,,,,,,,1,,2,,1,1,1,,,,,2,,1,,,2,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,1,,,,,1,,,,,
Li33,2,,,,,,,,,,,,1,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,14,96,51,4,,61,64,28,13,7,3,4,74,142,15,5,23,18,55,42,21,10,31,19,56,19,13,5,1,6,7,4,8,9,2,50,13,2,5,,11,6,60,80,,12,8,7,25,18,7,2,6,,4,,2,2,,,35,,8,15,7,1,,2,7,4,18,,,,72,93,33,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,1,1,,,1,1,,1,,1,10,6,4,1,,11,1,1,1,1,1,1,2,3,1,1,1,2,1,,1,2,1,1,1,3,4,1,1,3,3,1,1,1,1,1,2,2,1,1,1,1,1,1,4,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,2,1,1,1,2,4,2,2,1,1,1,1,1,,,1,1,2,1,1,,2,,,1,1,1,,,2,1,1,1,6,2,1,,1,1,5,1,,1,,,1,,1,1,1,1,1,,1,,,18,45,4,2,26,49,3,5,26,40,11,21,17,,,17,14,13,2,,7,,1,5,2,2,2,2,1,1,1,1,,,2,3,4,1,21,28,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,5,,36,,,,,,,,,,,,,,2,,1,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,1,,2,,,84,1,416,94,12,10,20,41,46,2,34,60,10,28,518,146,153,138,4,141,300,20,3,32,,10,7,,36,2,5,190,14,32,7,3,1,,,,,,,,,,,,,1,,,60,15,,,,1,,,,,,,,1,,,,,,,,2,,,2,2,,,,1,1,1,,1,,1,1,,,1,,2,2,,,1,,,1,,2,,,1,,,,,,,,,,,,,,,1,2,2,1,3,1,,,,,,,,,,,,,,,,,,,,,
MC65,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,6,,,,1,,,,,1,,,,,2,6,,,,,,1,,,,,,1,1,,,,,,,,,,,3,1,,,,,,,,,,13,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,28,,16,1,1,,,,2,1,,,,4,,6,,,,,6,,,,,,,,,,,3,3,,,,,,,,2,,,,,,,,,1,7,6,,,,,,,1,,,,,,,,,,,,,1,,,,,,38,,3,,,3,,,,,,,,,,,,,,,,3,1,,,,,2,,,,,,,3,1,,,,,,5,,,,,,133,184,,1,,7,3,1,,128,,12,,,,50,,,,3,,2,,,,,8,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,6,,,,,,,,,,,14,,,,1,4,,,,,,3,,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,1,,7,1,,,,1,,,,,,,,,,,,,,,,,,
MLt1,,,,,,,3,16,,,21,,,,,,,,,,,,,,,94,6,,3,,1,14,17,17,1,28,,10,9,12,15,1,9,,,11,,,,,,,,,5,,191,731,,7,2,1,1,,2,10,,30,,,2,,18,,1,,,,,,1,,,6,45,,2,,,16,,,5,21,,1,4,,,,,3,12,,,2,,1,,9,,18,,,,,,,,,,,,4,,,38,,2,,1,,,,,1,1,3,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,8,1,,,,,,,,,,,,,13,,7,2,1,6,,,,,,,,,,12,1,1,,2,2,,1,,,,,,,,,1,,,,,1,,1,5,,,,4,1,,1,,2,,,,,,1,,1,,,3,1,,1,,,2,,,,,1,5,1,,6,,3,,,,,,4,5,,,,,,2,,,,,8,1,,6,2,,1,2,,,,,,2,,7,,2,,,3,18,1,,,5,4,,5,13,22,2,,2,3,1,,,1,,3,,74,,,,3,,1,,,4,,,,,,,3,,1,,,42,,22,3,20,42,13,,18,8,3,,,1,,,,,,8,,15,1,2,,1,,,,1,,,,,,,,5,2,,,,,1,12,,6,,,8,,3,,4,16,,1,29,,,4,,2,,5,26,4,,,,,,,28,64,,,,,,,,,6,2,24,,85,4,19,18,3,17,490,36,,,,,1,,16,3,2,,2,10,,,2,4,,,1,6,7,,49,5,233,49,,,24,43,,,1,10,,,1,1,,11,14,124,,,1,,,,,,,,,,1,,1,,,33,,12,,2,114,,,,1,,,,,1,22,2,197,51,5,,,,,,,,,,,2,,73,310,253,684,252,244,12,2,,43,2,22,5,16,3,360,3,3,75,2,4,2,,3,,374,162,44,5,4,5,,421,19,2,8,7,2,,,,,,,,,,,,,1,3,,376,3,,3,,1,,,6,,,2,,28,,3,,,1,6,,12,,1,,,,,,,2,,,,,2,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,13,1,32,45,1,14,2,2,,,1,,,,,,,,,,,,,,,,,,
MLt2,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3,,,,,,,,,2,,,,2,,,,1,,,,,,,,,,,,,,1,6,4,,,,,,,,2,2,1,,2,,1,4,16,20,17,3,,,,63,4,,,,,,,2,,,,54,1,,,28,1,1,1,,28,1,3,102,1,,,1,3,,,,,,,7,,5,,,,4,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,4,,,,40,41,,,,,,,1,,,,,,,2,,,,,,,,1,,,,3,,,,3,,,14,1,,,1,,,,,,1,5,24,8,,,,,,,1,,,,,,,,,,,,,1,,1,,,1,1,,,,,,,2,,,,,,,,,,,,,,,2,,,,11,,2,,,,,,,,,,,,12,,,,1,34,1,7,2,1,,1,1,,22,130,2,14,,,,,,,,,,,2,,,2,,,5,1,,40,,,7,,1,12,14,,,42,,1,,,,,,,,,,,1,,,,,,,,,11,,,,,,1,,10,,,,,,,,,,,,,,,,,,,1,,2,,,1,,,,,,,,,11,,,,,,,,,,,,1,,,2,,5,,,62,7,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,1,49,,,,,1,,,1,1,1,1,4,1,,,82,,,,2,1,,,,,1,,,,,,,,1,10,,,1,6,,,,5,2,13,,,,,,,,,,,,,,,,,,5,,1,,,13,,14,27,2,3,155,1,,1,2,2,79,25,4,2,17,195,69,1,11,120,1,,,4,,6,2,3,2,,,,,,,,,,,,,,1,1,,3,1,,,,,,,,,,,,,,,,,2,2,,,,,,,,1,,,19,,,,,,,,,1,,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,1,,,
MLt3,,,,,,,2,542,,,35,,,,,,,,,,,,7,3,,4,5,,4,,3,,3,2,1,13,1,23,,,,,,,,2,,,,,,,,,4,1,4,1,,2,,,109,,,108,2,51,17,,,1,24,2,,,,1,34,10,,,,,3,2,63,11,14,,,14,3,,4,83,,,,,,,4,1,,,,,,1,,28,,,,,73,4,27,,7,,23,3,3,,22,3,1,5,31,,,,192,348,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,5,,,,,,,,,,,,,,1,12,1,5,,,,,,10,3,54,29,,1,,10,,,,,,9,4,,,,,,,,11,1,,,,10,,,,,,,,2,1,,2,,26,,,,,5,,7,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,133,147,,3,1,,5,4,,,,3,,,,,,12,,1,,,149,,,2,14,1,,,2,1,12,9,36,,4,1,168,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,26,,,,,,1,,,,,36,,,,,,,,42,,,,,,,,,,,,,,2,1,4,109,,,3,4,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,6,12,1,,,,,,,,,,1,3,22,2,6,25,1,5,151,1,1,5,1,,,,,2,1,736,,,5,1,2,3,,7,6,15,72,116,,51,2,,94,2,3,7,,1,,,,,,,,,,,,,2,3,2,,5,,,1,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,
MLt4,,,,,,,1,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,4,,,,,,1,,,,,,1,1,3,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,1,41,14,4,95,2,5,2,,,,,,1,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,2,3,10,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,18,9,2,2,,9,,1,9,1,10,1,2,,,12,5,,1,,,1,,,,,,,,,2,,1,9,,39,14,,2,1,,,,1,,2,1,1,,,,2,,,,,,,,,,,,,,,,,,,13,6,,,,,,,,,,,1,,2,,,12,,5,2,,,1,,78,8,5,1,11,,,,,,,88,73,,,1,,,,,,,,4,,6,2,5,7,,8,9,1,,,,,,,,,,,,4,2,,,,14,4,27,4,37,1,68,233,9,194,,1,34,79,,,,,,,,1,,,,49,,,,1,,,,,,,,,,,,,,,,1,,1,9,,,,,,,,1,,6,,18,10,10,,1,,,,,,,,,1,,1,325,4,1,2,,5,5,,1,,,2,,,4,,,1,,,,3,89,,,37,168,7,40,11,,,105,1,141,,1,,,,,,,,,,,,,1,2,1,91,5,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,2,,,,,,,,,,,,,,1,4,,
