Cell ID (v630 Root ID)
720575940605117152,720575940609299467,720575940610507844,720575940611324280,720575940612399283,720575940612600433,720575940612612275,720575940612944025,720575940612992938,720575940613137522,720575940613408278,720575940614278696,720575940614456872,720575940614740191,720575940615387404,720575940615479007,720575940615710570,720575940617507467,720575940617756390,720575940618018117,720575940618024512,720575940618771013,720575940620923045,720575940621363694,720575940621449989,720575940621532326,720575940622368726,720575940622671966,720575940623556621,720575940624172947,720575940625038600,720575940625117584,720575940625500734,720575940626469465,720575940626917721,720575940627346709,720575940628549096,720575940629295810,720575940629535287,720575940629864407,720575940630153598,720575940630485548,720575940630919895,720575940631977746,720575940632573900,720575940633404243,720575940634289377,720575940634913436,720575940635215511,720575940635625829,720575940635687860,720575940635748703,720575940638473917,720575940638915918,720575940643591072,720575940644379940,720575940647016483,720575940648104836,720575940649852281
