Cell ID (v630 Root ID)
720575940604973484,720575940606521033,720575940608153436,720575940608492757,720575940608922460,720575940608993033,720575940609366574,720575940611750835,720575940611766451,720575940612554407,720575940612715738,720575940612830179,720575940612881123,720575940612895766,720575940613905645,720575940614344598,720575940614412434,720575940614592415,720575940614771679,720575940615053279,720575940615651340,720575940616048757,720575940616455622,720575940616901718,720575940617166965,720575940617953349,720575940618235366,720575940618490021,720575940619237908,720575940619272033,720575940619379297,720575940619501179,720575940619655444,720575940619906031,720575940619931840,720575940619966145,720575940620833396,720575940621130367,720575940621733770,720575940621908872,720575940622427085,720575940622450164,720575940623042892,720575940623135512,720575940623486443,720575940623520648,720575940624296890,720575940624690613,720575940624820938,720575940625375463,720575940625397129,720575940625536696,720575940626658386,720575940626802831,720575940626834494,720575940627674749,720575940627769084,720575940628304636,720575940628342375,720575940628402088,720575940628636007,720575940629222266,720575940629324816,720575940630258380,720575940630409216,720575940630859257,720575940630973945,720575940631232057,720575940631411422,720575940631438151,720575940631557969,720575940631662732,720575940632149817,720575940633624974,720575940633741710,720575940633829788,720575940634291863,720575940634425625,720575940635402079,720575940636957662,720575940638582581,720575940638865616,720575940641189851,720575940641415328,720575940644409892,720575940645885219,720575940651911926
