Cell ID (v630 Root ID)
720575940609253387,720575940609642179,720575940612446194,720575940612598755,720575940612817459,720575940612964374,720575940613359839,720575940613770989,720575940614332625,720575940614821287,720575940616060684,720575940616294194,720575940616720825,720575940617727633,720575940618194971,720575940618305876,720575940618944891,720575940619417223,720575940619682925,720575940619755569,720575940619968830,720575940620121716,720575940620412807,720575940620839700,720575940620963361,720575940621992547,720575940622098693,720575940624586749,720575940627259654,720575940627446354,720575940628731497,720575940628812076,720575940629110607,720575940630469591,720575940630694262,720575940631650079,720575940631976978,720575940632428881,720575940633865497,720575940635821236,720575940637276784,720575940646606115,720575940652951286
