Cell ID (v630 Root ID)
720575940603839753,720575940605372606,720575940606897842,720575940607894876,720575940608675851,720575940610619182,720575940610932466,720575940611314602,720575940611961970,720575940612264857,720575940612683482,720575940614389142,720575940614635788,720575940614820714,720575940615000994,720575940615171946,720575940615285958,720575940615416938,720575940615617979,720575940615955061,720575940616054943,720575940616122822,720575940617253561,720575940618069341,720575940619168216,720575940619302966,720575940619444022,720575940619710448,720575940620047553,720575940620591937,720575940621564838,720575940621594022,720575940622059781,720575940622267230,720575940622690829,720575940622951779,720575940623068374,720575940623175571,720575940623738859,720575940623847935,720575940623925700,720575940624475792,720575940624591433,720575940625532560,720575940625785406,720575940625889342,720575940625928496,720575940626040624,720575940626087426,720575940626442585,720575940626580349,720575940627265594,720575940627305237,720575940627505576,720575940627506313,720575940627606801,720575940628010481,720575940628337790,720575940628399434,720575940628873039,720575940630221098,720575940630512581,720575940630590521,720575940630891624,720575940631279683,720575940631567160,720575940631679288,720575940631710535,720575940632840877,720575940633195437,720575940633815010,720575940634215834,720575940634553751,720575940635046591,720575940635648760,720575940635757424,720575940635865189,720575940636447966,720575940636492151,720575940637646170,720575940637918015,720575940638594394,720575940638648639,720575940638844469,720575940639040334,720575940639388531,720575940641349365,720575940643459016,720575940643470628,720575940643828168,720575940645564707,720575940647123076,720575940647254660,720575940647712388
