Cell ID (v630 Root ID)
720575940607500233,720575940613256214,720575940613470230,720575940614271539,720575940614443048,720575940614816618,720575940614952702,720575940615174055,720575940617320705,720575940618716701,720575940620493515,720575940621245805,720575940622449185,720575940623475592,720575940627523358,720575940627609617,720575940627611908,720575940628474952,720575940629644994,720575940629822684,720575940630884668,720575940633608109,720575940636011256,720575940636111284,720575940636294000,720575940638147038,720575940638653503,720575940639409536
