Cell ID (v630 Root ID)
720575940604522412,720575940605212774,720575940606742539,720575940608241244,720575940608567747,720575940610777806,720575940611262101,720575940611324536,720575940611481554,720575940611507057,720575940611685398,720575940611830245,720575940612182824,720575940612829619,720575940613634257,720575940613918887,720575940614501928,720575940615663426,720575940615705450,720575940616249739,720575940616649484,720575940617350946,720575940617615133,720575940617654075,720575940617880281,720575940618155449,720575940619661648,720575940619922506,720575940620095691,720575940620868946,720575940621055680,720575940621129855,720575940621229550,720575940621325550,720575940621369070,720575940621422597,720575940621827649,720575940622013389,720575940622072325,720575940622446605,720575940622511365,720575940623366499,720575940623564267,720575940623579853,720575940623681928,720575940623884012,720575940624137924,720575940626086019,720575940626093340,720575940627189534,720575940627252057,720575940627494916,720575940627731845,720575940627998218,720575940628419076,720575940628436303,720575940628857206,720575940629011974,720575940629297090,720575940629385978,720575940629507627,720575940629723863,720575940629947006,720575940630073964,720575940630176630,720575940630240481,720575940630353278,720575940630754268,720575940630872636,720575940630883446,720575940631103819,720575940631426135,720575940631619944,720575940631880372,720575940632042553,720575940632179607,720575940632294687,720575940632647052,720575940633172435,720575940633606829,720575940635185400,720575940635380587,720575940637165790,720575940637487450,720575940637705818,720575940638708277,720575940641080795,720575940642226395,720575940644145518,720575940645860718,720575940647550260,720575940655123617,720575940659537793
